timestamp,temperature,humidity,wind_speed,weather_label
2024-01-04T06:00:00,13.1,54,1.8,Cold
2024-01-04T07:00:00,28.7,52,4.1,Sunny
2024-01-04T08:00:00,26.6,51,2.1,Sunny
2024-01-04T09:00:00,29.4,43,0.8,Sunny
2024-01-04T10:00:00,27.2,68,0.5,Sunny
2024-01-04T11:00:00,27.7,80,6.4,Sunny
2024-01-04T12:00:00,38.4,100,0.7,Rainy
2024-01-04T13:00:00,37.8,65,7.9,Sunny
2024-01-04T14:00:00,10.8,96,6.7,Cold
2024-01-04T15:00:00,23.6,40,4.0,Autumn
2024-01-04T16:00:00,37.9,40,3.7,Sunny
2024-01-04T17:00:00,23.2,45,9.1,Autumn
2024-01-04T18:00:00,29.9,91,8.7,Rainy
2024-01-04T19:00:00,6.1,72,6.0,Cold
2024-01-04T20:00:00,25.5,61,0.8,Sunny
2024-01-04T21:00:00,29.7,73,9.3,Sunny
2024-01-04T22:00:00,20.7,96,9.7,Rainy
2024-01-04T23:00:00,5.9,53,2.1,Cold
2024-01-05T00:00:00,12.0,73,3.2,Cold
2024-01-05T01:00:00,30.6,42,2.9,Sunny
2024-01-05T02:00:00,15.3,75,6.1,Sunny
2024-01-05T03:00:00,36.7,62,5.4,Sunny
2024-01-05T04:00:00,26.9,97,6.0,Rainy
2024-01-05T05:00:00,20.9,41,8.5,Autumn
2024-01-05T06:00:00,12.3,83,4.1,Cold
2024-01-05T07:00:00,16.5,24,1.7,Sunny
2024-01-05T08:00:00,13.8,61,6.7,Cold
2024-01-05T09:00:00,34.4,86,0.8,Rainy
2024-01-05T10:00:00,21.0,85,9.4,Rainy
2024-01-05T11:00:00,27.4,42,2.4,Sunny
2024-01-05T12:00:00,8.2,24,1.5,Cold
2024-01-05T13:00:00,18.0,40,8.7,Autumn
2024-01-05T14:00:00,5.6,22,0.9,Cold
2024-01-05T15:00:00,5.5,27,8.5,Cold
2024-01-05T16:00:00,24.7,90,8.8,Rainy
2024-01-05T17:00:00,18.7,65,1.0,Spring
2024-01-05T18:00:00,5.9,71,2.3,Cold
2024-01-05T19:00:00,34.3,66,3.3,Sunny
2024-01-05T20:00:00,15.1,24,8.1,Sunny
2024-01-05T21:00:00,14.8,65,4.7,Cold
2024-01-05T22:00:00,13.3,81,6.9,Cold
2024-01-05T23:00:00,6.5,77,1.3,Cold
2024-01-06T00:00:00,18.6,62,4.6,Autumn
2024-01-06T01:00:00,28.8,31,4.0,Sunny
2024-01-06T02:00:00,15.7,36,6.9,Sunny
2024-01-06T03:00:00,8.2,23,6.8,Cold
2024-01-06T04:00:00,6.4,94,4.9,Cold
2024-01-06T05:00:00,13.5,23,7.2,Cold
2024-01-06T06:00:00,29.5,60,2.3,Sunny
2024-01-06T07:00:00,31.5,26,5.5,Sunny
2024-01-06T08:00:00,23.2,70,3.1,Spring
2024-01-06T09:00:00,23.5,26,7.7,Autumn
2024-01-06T10:00:00,34.2,64,8.3,Sunny
2024-01-06T11:00:00,37.4,48,3.3,Sunny
2024-01-06T12:00:00,22.3,45,0.8,Spring
2024-01-06T13:00:00,10.0,92,4.1,Cold
2024-01-06T14:00:00,14.9,47,8.3,Cold
2024-01-06T15:00:00,15.0,71,9.4,Sunny
2024-01-06T16:00:00,9.7,25,1.4,Cold
2024-01-06T17:00:00,14.4,85,5.5,Cold
2024-01-06T18:00:00,19.5,35,5.7,Autumn
2024-01-06T19:00:00,9.5,36,8.3,Cold
2024-01-06T20:00:00,8.1,71,0.5,Cold
2024-01-06T21:00:00,19.1,54,7.8,Autumn
2024-01-06T22:00:00,13.7,59,4.9,Cold
2024-01-06T23:00:00,16.4,90,8.6,Rainy
2024-01-07T00:00:00,12.2,20,8.5,Cold
2024-01-07T01:00:00,11.3,96,8.5,Cold
2024-01-07T02:00:00,36.2,35,3.4,Sunny
2024-01-07T03:00:00,34.6,25,9.5,Sunny
2024-01-07T04:00:00,11.3,64,1.1,Cold
2024-01-07T05:00:00,28.3,67,5.4,Sunny
2024-01-07T06:00:00,12.2,70,1.6,Cold
2024-01-07T07:00:00,18.1,46,5.1,Autumn
2024-01-07T08:00:00,15.0,81,8.1,Rainy
2024-01-07T09:00:00,37.0,24,5.7,Sunny
2024-01-07T10:00:00,10.7,97,1.3,Cold
2024-01-07T11:00:00,19.2,40,4.2,Autumn
2024-01-07T12:00:00,18.2,37,9.8,Autumn
2024-01-07T13:00:00,9.8,60,2.9,Cold
2024-01-07T14:00:00,6.3,28,8.1,Cold
2024-01-07T15:00:00,13.2,82,3.5,Cold
2024-01-07T16:00:00,35.3,49,1.9,Sunny
2024-01-07T17:00:00,13.9,32,8.7,Cold
2024-01-07T18:00:00,20.6,22,9.4,Autumn
2024-01-07T19:00:00,39.9,81,2.8,Rainy
2024-01-07T20:00:00,19.9,73,8.7,Autumn
2024-01-07T21:00:00,17.1,60,1.4,Sunny
2024-01-07T22:00:00,33.7,34,6.0,Sunny
2024-01-07T23:00:00,21.7,45,7.1,Autumn
2024-01-08T00:00:00,31.5,68,5.3,Sunny
2024-01-08T01:00:00,28.2,42,3.6,Sunny
2024-01-08T02:00:00,8.5,55,9.5,Cold
2024-01-08T03:00:00,22.0,79,8.3,Autumn
2024-01-08T04:00:00,26.0,71,9.9,Sunny
2024-01-08T05:00:00,11.1,44,3.2,Cold
2024-01-08T06:00:00,29.9,25,3.3,Sunny
2024-01-08T07:00:00,7.4,28,5.6,Cold
2024-01-08T08:00:00,22.1,66,0.8,Spring
2024-01-08T09:00:00,26.2,94,2.7,Rainy
2024-01-08T10:00:00,26.8,66,7.0,Sunny
2024-01-08T11:00:00,5.9,72,1.6,Cold
2024-01-08T12:00:00,10.7,89,8.0,Cold
2024-01-08T13:00:00,17.8,59,2.1,Sunny
2024-01-08T14:00:00,17.5,44,0.9,Sunny
2024-01-08T15:00:00,18.9,34,9.7,Autumn
2024-01-08T16:00:00,35.9,64,8.2,Sunny
2024-01-08T17:00:00,37.4,30,1.8,Sunny
2024-01-08T18:00:00,16.1,84,5.9,Rainy
2024-01-08T19:00:00,23.4,22,9.6,Autumn
2024-01-08T20:00:00,7.3,69,5.9,Cold
2024-01-08T21:00:00,13.9,78,3.0,Cold
2024-01-08T22:00:00,6.4,93,8.5,Cold
2024-01-08T23:00:00,27.6,72,4.4,Sunny
2024-01-09T00:00:00,31.2,89,5.9,Rainy
2024-01-09T01:00:00,32.9,21,3.1,Sunny
2024-01-09T02:00:00,36.3,94,3.9,Rainy
2024-01-09T03:00:00,16.6,36,1.4,Sunny
2024-01-09T04:00:00,12.2,67,3.2,Cold
2024-01-09T05:00:00,15.1,27,8.4,Sunny
2024-01-09T06:00:00,22.6,80,7.8,Autumn
2024-01-09T07:00:00,12.4,52,6.9,Cold
2024-01-09T08:00:00,23.0,92,2.6,Rainy
2024-01-09T09:00:00,16.0,51,4.5,Sunny
2024-01-09T10:00:00,12.1,44,8.8,Cold
2024-01-09T11:00:00,27.9,64,2.1,Sunny
2024-01-09T12:00:00,34.0,52,5.9,Sunny
2024-01-09T13:00:00,6.7,30,6.3,Cold
2024-01-09T14:00:00,22.1,30,1.1,Spring
2024-01-09T15:00:00,38.9,61,6.9,Sunny
2024-01-09T16:00:00,28.7,58,6.7,Sunny
2024-01-09T17:00:00,17.8,41,1.8,Sunny
2024-01-09T18:00:00,38.6,61,6.8,Sunny
2024-01-09T19:00:00,34.7,67,3.9,Sunny
2024-01-09T20:00:00,19.1,86,7.8,Rainy
2024-01-09T21:00:00,13.0,85,3.4,Cold
2024-01-09T22:00:00,12.1,48,5.0,Cold
2024-01-09T23:00:00,20.9,84,8.3,Rainy
2024-01-10T00:00:00,10.3,32,8.1,Cold
2024-01-10T01:00:00,37.0,84,5.5,Rainy
2024-01-10T02:00:00,26.3,44,4.8,Sunny
2024-01-10T03:00:00,25.1,79,2.5,Sunny
2024-01-10T04:00:00,33.9,96,7.2,Rainy
2024-01-10T05:00:00,34.3,63,6.9,Sunny
2024-01-10T06:00:00,28.2,58,3.2,Sunny
2024-01-10T07:00:00,15.5,82,8.2,Rainy
2024-01-10T08:00:00,16.8,73,2.5,Sunny
2024-01-10T09:00:00,36.7,90,3.9,Rainy
2024-01-10T10:00:00,7.9,78,7.8,Cold
2024-01-10T11:00:00,28.5,32,6.0,Sunny
2024-01-10T12:00:00,24.0,65,4.7,Autumn
2024-01-10T13:00:00,30.7,67,4.2,Sunny
2024-01-10T14:00:00,27.4,62,2.9,Sunny
2024-01-10T15:00:00,13.0,51,4.2,Cold
2024-01-10T16:00:00,29.2,48,2.5,Sunny
2024-01-10T17:00:00,24.6,87,1.8,Rainy
2024-01-10T18:00:00,19.5,98,5.4,Rainy
2024-01-10T19:00:00,18.1,28,7.5,Autumn
2024-01-10T20:00:00,7.4,70,2.1,Cold
2024-01-10T21:00:00,11.9,79,3.5,Cold
2024-01-10T22:00:00,19.4,90,5.6,Rainy
2024-01-10T23:00:00,6.4,70,1.0,Cold
2024-01-11T00:00:00,36.1,60,8.4,Sunny
2024-01-11T01:00:00,31.1,70,8.5,Sunny
2024-01-11T02:00:00,19.1,53,6.7,Autumn
2024-01-11T03:00:00,15.4,84,1.4,Rainy
2024-01-11T04:00:00,27.6,62,7.9,Sunny
2024-01-11T05:00:00,39.3,72,3.5,Sunny
2024-01-11T06:00:00,35.4,30,6.4,Sunny
2024-01-11T07:00:00,5.9,85,6.2,Cold
2024-01-11T08:00:00,14.4,56,9.5,Cold
2024-01-11T09:00:00,24.3,73,5.2,Sunny
2024-01-11T10:00:00,17.7,20,2.3,Sunny
2024-01-11T11:00:00,21.2,77,9.2,Autumn
2024-01-11T12:00:00,35.4,94,8.1,Rainy
2024-01-11T13:00:00,32.8,82,4.5,Rainy
2024-01-11T14:00:00,25.3,68,5.8,Sunny
2024-01-11T15:00:00,17.9,70,5.0,Sunny
2024-01-11T16:00:00,17.1,68,0.8,Sunny
2024-01-11T17:00:00,39.3,55,9.2,Sunny
2024-01-11T18:00:00,19.2,55,6.3,Autumn
2024-01-11T19:00:00,15.2,58,7.6,Sunny
2024-01-11T20:00:00,23.2,85,9.4,Rainy
2024-01-11T21:00:00,29.3,96,4.2,Rainy
2024-01-11T22:00:00,32.1,35,4.5,Sunny
2024-01-11T23:00:00,39.6,62,3.2,Sunny
2024-01-12T00:00:00,26.5,98,7.7,Rainy
2024-01-12T01:00:00,7.6,72,8.7,Cold
2024-01-12T02:00:00,13.8,23,3.6,Cold
2024-01-12T03:00:00,20.2,32,3.5,Spring
2024-01-12T04:00:00,27.4,76,7.8,Sunny
2024-01-12T05:00:00,38.0,42,2.1,Sunny
2024-01-12T06:00:00,36.6,95,6.3,Rainy
2024-01-12T07:00:00,35.6,70,6.8,Sunny
2024-01-12T08:00:00,31.7,44,9.9,Sunny
2024-01-12T09:00:00,19.7,41,4.3,Autumn
2024-01-12T10:00:00,14.3,66,8.6,Cold
2024-01-12T11:00:00,22.6,63,1.0,Spring
2024-01-12T12:00:00,33.0,45,2.5,Sunny
2024-01-12T13:00:00,34.7,89,5.7,Rainy
2024-01-12T14:00:00,12.6,80,1.3,Cold
2024-01-12T15:00:00,5.4,79,5.3,Cold
2024-01-12T16:00:00,30.1,72,6.1,Sunny
2024-01-12T17:00:00,9.7,52,2.2,Cold
2024-01-12T18:00:00,10.0,94,5.9,Cold
2024-01-12T19:00:00,37.1,49,7.6,Sunny
2024-01-12T20:00:00,36.8,38,6.6,Sunny
2024-01-12T21:00:00,10.5,54,2.1,Cold
2024-01-12T22:00:00,6.9,88,9.6,Cold
2024-01-12T23:00:00,14.3,39,6.1,Cold
2024-01-13T00:00:00,9.6,59,2.7,Cold
2024-01-13T01:00:00,26.8,98,9.3,Rainy
2024-01-13T02:00:00,24.6,76,6.3,Sunny
2024-01-13T03:00:00,15.3,71,9.6,Sunny
2024-01-13T04:00:00,32.8,50,2.2,Sunny
2024-01-13T05:00:00,25.6,69,3.5,Sunny
2024-01-13T06:00:00,30.0,87,0.6,Rainy
2024-01-13T07:00:00,30.5,81,8.8,Rainy
2024-01-13T08:00:00,38.8,56,7.6,Sunny
2024-01-13T09:00:00,39.8,22,2.3,Sunny
2024-01-13T10:00:00,18.6,64,1.8,Spring
2024-01-13T11:00:00,6.7,98,8.8,Cold
2024-01-13T12:00:00,24.0,90,4.5,Rainy
2024-01-13T13:00:00,9.9,66,4.3,Cold
2024-01-13T14:00:00,29.6,81,4.1,Rainy
2024-01-13T15:00:00,16.6,90,8.3,Rainy
2024-01-13T16:00:00,39.7,54,4.3,Sunny
2024-01-13T17:00:00,15.2,29,9.1,Sunny
2024-01-13T18:00:00,17.6,32,0.8,Sunny
2024-01-13T19:00:00,8.5,81,5.9,Cold
2024-01-13T20:00:00,12.7,34,4.8,Cold
2024-01-13T21:00:00,37.7,83,3.5,Rainy
2024-01-13T22:00:00,15.7,54,6.2,Sunny
2024-01-13T23:00:00,36.8,64,9.9,Sunny
2024-01-14T00:00:00,6.1,57,3.9,Cold
2024-01-14T01:00:00,8.4,61,1.0,Cold
2024-01-14T02:00:00,21.6,33,9.7,Autumn
2024-01-14T03:00:00,22.2,98,4.1,Rainy
2024-01-14T04:00:00,35.2,40,0.9,Sunny
2024-01-14T05:00:00,9.0,48,8.3,Cold
2024-01-14T06:00:00,22.6,46,7.2,Autumn
2024-01-14T07:00:00,33.0,50,4.9,Sunny
2024-01-14T08:00:00,35.3,75,6.0,Sunny
2024-01-14T09:00:00,20.7,70,2.5,Spring
2024-01-14T10:00:00,25.1,83,9.4,Rainy
2024-01-14T11:00:00,16.7,98,5.5,Rainy
2024-01-14T12:00:00,20.3,100,6.1,Rainy
2024-01-14T13:00:00,22.2,45,6.8,Autumn
2024-01-14T14:00:00,9.8,66,5.0,Cold
2024-01-14T15:00:00,35.9,39,8.0,Sunny
2024-01-14T16:00:00,18.7,82,6.0,Rainy
2024-01-14T17:00:00,16.1,35,5.3,Sunny
2024-01-14T18:00:00,32.0,65,6.8,Sunny
2024-01-14T19:00:00,30.0,58,2.2,Sunny
2024-01-14T20:00:00,21.0,81,5.2,Rainy
2024-01-14T21:00:00,36.6,84,3.8,Rainy
2024-01-14T22:00:00,35.6,80,0.6,Sunny
2024-01-14T23:00:00,11.2,24,5.3,Cold
2024-01-15T00:00:00,6.1,30,9.8,Cold
2024-01-15T01:00:00,19.9,78,4.5,Autumn
2024-01-15T02:00:00,38.3,90,5.5,Rainy
2024-01-15T03:00:00,26.5,66,9.2,Sunny
2024-01-15T04:00:00,31.5,31,2.1,Sunny
2024-01-15T05:00:00,32.9,57,1.9,Sunny
2024-01-15T06:00:00,6.8,70,8.3,Cold
2024-01-15T07:00:00,38.5,44,3.1,Sunny
2024-01-15T08:00:00,18.9,63,10.0,Autumn
2024-01-15T09:00:00,33.0,83,6.1,Rainy
2024-01-15T10:00:00,28.2,80,6.9,Sunny
2024-01-15T11:00:00,11.8,58,1.8,Cold
2024-01-15T12:00:00,19.7,72,7.1,Autumn
2024-01-15T13:00:00,37.0,55,4.5,Sunny
2024-01-15T14:00:00,39.2,55,2.2,Sunny
2024-01-15T15:00:00,7.1,77,5.9,Cold
2024-01-15T16:00:00,37.1,69,3.5,Sunny
2024-01-15T17:00:00,28.3,93,2.4,Rainy
2024-01-15T18:00:00,38.2,93,5.0,Rainy
2024-01-15T19:00:00,29.8,82,1.9,Rainy
2024-01-15T20:00:00,24.3,88,8.1,Rainy
2024-01-15T21:00:00,35.3,31,8.3,Sunny
2024-01-15T22:00:00,11.5,64,5.0,Cold
2024-01-15T23:00:00,26.1,93,3.0,Rainy
2024-01-16T00:00:00,15.9,95,4.2,Rainy
2024-01-16T01:00:00,16.3,67,3.3,Sunny
2024-01-16T02:00:00,9.4,77,7.2,Cold
2024-01-16T03:00:00,38.1,41,5.0,Sunny
2024-01-16T04:00:00,27.9,24,5.3,Sunny
2024-01-16T05:00:00,38.4,81,3.0,Rainy
2024-01-16T06:00:00,5.6,86,4.6,Cold
2024-01-16T07:00:00,36.3,52,3.1,Sunny
2024-01-16T08:00:00,6.9,48,5.5,Cold
2024-01-16T09:00:00,17.9,100,6.9,Rainy
2024-01-16T10:00:00,6.6,78,8.1,Cold
2024-01-16T11:00:00,29.9,51,1.7,Sunny
2024-01-16T12:00:00,38.5,27,0.5,Sunny
2024-01-16T13:00:00,6.7,83,5.7,Cold
2024-01-16T14:00:00,24.8,23,0.6,Sunny
2024-01-16T15:00:00,13.7,52,2.3,Cold
2024-01-16T16:00:00,8.3,72,8.2,Cold
2024-01-16T17:00:00,15.5,97,6.9,Rainy
2024-01-16T18:00:00,19.4,67,6.4,Autumn
2024-01-16T19:00:00,17.7,96,9.3,Rainy
2024-01-16T20:00:00,7.2,81,4.3,Cold
2024-01-16T21:00:00,10.1,47,2.4,Cold
2024-01-16T22:00:00,35.1,80,2.3,Sunny
2024-01-16T23:00:00,27.8,58,10.0,Sunny
2024-01-17T00:00:00,6.8,77,2.7,Cold
2024-01-17T01:00:00,14.6,85,5.0,Cold
2024-01-17T02:00:00,23.1,96,1.0,Rainy
2024-01-17T03:00:00,20.9,30,9.0,Autumn
2024-01-17T04:00:00,31.2,80,8.4,Sunny
2024-01-17T05:00:00,32.3,83,3.5,Rainy
2024-01-17T06:00:00,19.5,95,2.9,Rainy
2024-01-17T07:00:00,14.9,84,0.5,Cold
2024-01-17T08:00:00,17.7,65,5.0,Sunny
2024-01-17T09:00:00,34.3,73,1.4,Sunny
2024-01-17T10:00:00,24.5,30,1.6,Sunny
2024-01-17T11:00:00,7.2,85,8.8,Cold
2024-01-17T12:00:00,18.6,27,4.0,Autumn
2024-01-17T13:00:00,33.8,57,3.8,Sunny
2024-01-17T14:00:00,34.1,69,6.5,Sunny
2024-01-17T15:00:00,22.4,24,8.2,Autumn
2024-01-17T16:00:00,18.9,83,1.0,Rainy
2024-01-17T17:00:00,28.4,50,9.5,Sunny
2024-01-17T18:00:00,19.5,35,6.6,Autumn
2024-01-17T19:00:00,24.9,73,6.4,Sunny
2024-01-17T20:00:00,13.6,98,8.1,Cold
2024-01-17T21:00:00,22.3,63,0.9,Spring
2024-01-17T22:00:00,26.0,96,8.3,Rainy
2024-01-17T23:00:00,12.7,92,0.6,Cold
2024-01-18T00:00:00,26.7,94,7.1,Rainy
2024-01-18T01:00:00,14.3,50,2.9,Cold
2024-01-18T02:00:00,31.0,72,2.1,Sunny
2024-01-18T03:00:00,16.5,72,6.9,Sunny
2024-01-18T04:00:00,37.5,43,2.0,Sunny
2024-01-18T05:00:00,16.4,21,8.2,Sunny
2024-01-18T06:00:00,6.4,28,9.4,Cold
2024-01-18T07:00:00,25.7,76,4.7,Sunny
2024-01-18T08:00:00,36.3,88,0.9,Rainy
2024-01-18T09:00:00,15.8,37,3.2,Sunny
2024-01-18T10:00:00,29.7,45,2.0,Sunny
2024-01-18T11:00:00,15.9,39,5.0,Sunny
2024-01-18T12:00:00,24.0,24,5.0,Autumn
2024-01-18T13:00:00,39.3,57,2.5,Sunny
2024-01-18T14:00:00,8.1,47,5.7,Cold
2024-01-18T15:00:00,29.3,29,6.4,Sunny
2024-01-18T16:00:00,36.0,58,8.6,Sunny
2024-01-18T17:00:00,34.7,33,6.2,Sunny
2024-01-18T18:00:00,29.1,81,7.2,Rainy
2024-01-18T19:00:00,37.8,40,8.9,Sunny
2024-01-18T20:00:00,33.6,63,5.2,Sunny
2024-01-18T21:00:00,38.8,35,4.7,Sunny
2024-01-18T22:00:00,25.2,76,2.4,Sunny
2024-01-18T23:00:00,38.4,94,8.9,Rainy
2024-01-19T00:00:00,29.1,95,4.4,Rainy
2024-01-19T01:00:00,38.3,64,1.1,Sunny
2024-01-19T02:00:00,11.7,81,1.7,Cold
2024-01-19T03:00:00,12.0,97,0.6,Cold
2024-01-19T04:00:00,11.1,24,3.4,Cold
2024-01-19T05:00:00,33.8,27,8.7,Sunny
2024-01-19T06:00:00,31.9,97,1.8,Rainy
2024-01-19T07:00:00,36.3,93,8.7,Rainy
2024-01-19T08:00:00,12.5,37,3.9,Cold
2024-01-19T09:00:00,29.8,25,2.9,Sunny
2024-01-19T10:00:00,33.2,96,1.0,Rainy
2024-01-19T11:00:00,17.8,52,2.3,Sunny
2024-01-19T12:00:00,17.6,90,2.8,Rainy
2024-01-19T13:00:00,23.3,56,4.6,Autumn
2024-01-19T14:00:00,5.7,25,0.7,Cold
2024-01-19T15:00:00,22.5,30,5.7,Autumn
2024-01-19T16:00:00,22.9,69,7.8,Autumn
2024-01-19T17:00:00,11.4,68,9.2,Cold
2024-01-19T18:00:00,7.8,26,3.9,Cold
2024-01-19T19:00:00,14.0,91,8.8,Cold
2024-01-19T20:00:00,34.8,71,4.2,Sunny
2024-01-19T21:00:00,28.7,90,1.4,Rainy
2024-01-19T22:00:00,28.6,49,3.1,Sunny
2024-01-19T23:00:00,9.7,98,2.8,Cold
2024-01-20T00:00:00,36.3,84,2.3,Rainy
2024-01-20T01:00:00,11.7,79,3.1,Cold
2024-01-20T02:00:00,7.7,22,2.3,Cold
2024-01-20T03:00:00,6.2,22,2.3,Cold
2024-01-20T04:00:00,32.3,64,7.2,Sunny
2024-01-20T05:00:00,16.9,90,8.2,Rainy
2024-01-20T06:00:00,32.1,63,1.8,Sunny
2024-01-20T07:00:00,22.6,66,1.4,Spring
2024-01-20T08:00:00,22.9,36,3.8,Spring
2024-01-20T09:00:00,13.3,51,1.2,Cold
2024-01-20T10:00:00,38.6,93,7.2,Rainy
2024-01-20T11:00:00,28.7,94,4.4,Rainy
2024-01-20T12:00:00,36.1,85,9.5,Rainy
2024-01-20T13:00:00,26.4,44,4.7,Sunny
2024-01-20T14:00:00,36.2,62,8.9,Sunny
2024-01-20T15:00:00,21.8,71,1.7,Spring
2024-01-20T16:00:00,5.3,40,5.3,Cold
2024-01-20T17:00:00,5.1,61,6.2,Cold
2024-01-20T18:00:00,7.3,61,4.8,Cold
2024-01-20T19:00:00,32.1,51,4.9,Sunny
2024-01-20T20:00:00,34.2,100,5.7,Rainy
2024-01-20T21:00:00,30.1,27,2.5,Sunny
2024-01-20T22:00:00,20.3,67,4.2,Autumn
2024-01-20T23:00:00,19.1,48,2.0,Spring
2024-01-21T00:00:00,39.0,47,0.8,Sunny
2024-01-21T01:00:00,8.1,77,9.7,Cold
2024-01-21T02:00:00,27.8,89,0.8,Rainy
2024-01-21T03:00:00,13.4,86,3.0,Cold
2024-01-21T04:00:00,23.6,28,5.9,Autumn
2024-01-21T05:00:00,20.1,90,7.6,Rainy
2024-01-21T06:00:00,39.9,95,3.6,Rainy
2024-01-21T07:00:00,36.8,61,3.9,Sunny
2024-01-21T08:00:00,7.6,35,8.5,Cold
2024-01-21T09:00:00,11.5,60,2.8,Cold
2024-01-21T10:00:00,12.3,22,8.4,Cold
2024-01-21T11:00:00,13.0,89,0.7,Cold
2024-01-21T12:00:00,30.5,48,0.5,Sunny
2024-01-21T13:00:00,5.8,57,2.9,Cold
2024-01-21T14:00:00,36.1,59,1.7,Sunny
2024-01-21T15:00:00,35.5,36,2.1,Sunny
2024-01-21T16:00:00,36.2,34,2.7,Sunny
2024-01-21T17:00:00,28.7,29,4.0,Sunny
2024-01-21T18:00:00,17.0,85,6.3,Rainy
2024-01-21T19:00:00,32.7,25,8.2,Sunny
2024-01-21T20:00:00,34.4,68,8.7,Sunny
2024-01-21T21:00:00,36.8,34,3.6,Sunny
2024-01-21T22:00:00,24.3,55,1.3,Sunny
